Audit Date,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Management Unit,Species,Number of carcasses assessed,IHNV positive PCR results (Y/N),IPNV positive results (Y/N),ISAV positive results (Y/N),VHSV positive results (Y/N),SAV positive results (Y/N),PRSal positive results (Y/N),PMCV positive results (Y/N),Bacterial pathogens isolated by culture (number of fish),Histologic diagnosis (number of fish),Veterinary diagnosis,Conditions of Note (number of fish)
23-05-2012,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,Atlantic salmon (Salmo salar),5,N,N,N,N,n/a,N,n/a,n/a,SRS with Piscirickettsia-like bacteria (1) ,No disease that is significant at the population level,n/a
23-05-2012,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.5681,Broughton Archipelago,Atlantic salmon (Salmo salar),9,N,N,N,N,n/a,N,n/a,n/a,Ulcerative stomatitis (3),No disease that is significant at the population level,n/a
23-05-2012,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Atlantic salmon (Salmo salar),4,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
24-05-2012,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,Atlantic salmon (Salmo salar),1,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
24-05-2012,1144,Mainstream Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,Atlantic salmon (Salmo salar),7,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
19-06-2012,1198,Marine Harvest Canada,Raynor,50.89253,-127.25359,Port Hardy,Atlantic salmon (Salmo salar),2,N,N,N,N,n/a,N,n/a,n/a,Systemic granulomatous inflammation - no agent (1) ,No disease that is significant at the population level,n/a
19-06-2012,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Atlantic salmon (Salmo salar),9,N,N,N,N,n/a,N,n/a,n/a,Ulcerative stomatitis (1),No disease that is significant at the population level,n/a
20-06-2012,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Atlantic salmon (Salmo salar),5,N,N,N,N,n/a,N,n/a,n/a,BKD with Renibacterium-like bacteria (1)                                   ,No disease that is significant at the population level,n/a
20-06-2012,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Central Coast,Atlantic salmon (Salmo salar),3,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
25-06-2012,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Discovery Islands,Chinook salmon (Oncorhynchus tshawytcha),10,N,N,N,N,n/a,N,n/a,Listonella anguillarum (5),BKD with Renibacterium-like bacteria (5); Gill flukes (1); Bacterial septicemia (1),Bacterial Kidney Disease; Vibriosis,n/a
05-07-2012,412,Grieg Seafood BC,Site 9,49.64612,-123.72455,Sunshine Coast,Chinook salmon (Oncorhynchus tshawytcha); Coho salmon (Oncorhynchus kisutch),7,N,N,N,N,n/a,N,n/a,Aeromonas salmonicida (6),Furunculosis (4),Furunculosis,n/a
05-07-2012,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Chinook salmon (Oncorhynchus tshawytcha),1,N,N,N,N,n/a,N,n/a,n/a,BKD with Renibacterium-like bacteria (1),No disease that is significant at the population level,n/a
10-07-2012,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Atlantic salmon (Salmo salar),3,N,N,N,N,n/a,N,n/a,n/a,BKD with Renibacterium-like bacteria (1) ,No disease that is significant at the population level,n/a
13-07-2012,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Atlantic salmon (Salmo salar),10,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
13-07-2012,1401,Mainstream Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Atlantic salmon (Salmo salar),8,N,N,N,N,n/a,N,n/a,n/a,n/a,"Open: no known cause of low level mortality, no known cause of lesions",n/a
17-07-2012,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Discovery Islands,Atlantic salmon (Salmo salar),8,N,N,N,N,n/a,N,n/a,n/a,BKD with Renibacterium-like bacteria (4),No disease that is significant at the population level,n/a
17-07-2012,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Atlantic salmon (Salmo salar),4,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
26-07-2012,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Nootka Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,n/a,N,n/a,n/a,Ulcerative stomatitis (1),Low level mortality associated with handling,n/a
26-07-2012,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,n/a,N,n/a,n/a,BKD with Renibacterium-like bacteria (1),Open: no known cause of low level mortality,n/a
27-07-2012,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,n/a,N,n/a,n/a,BKD with Renibacterium-like bacteria (1); Microsporidial encephalitis (1),No disease that is significant at the population level,n/a
07-08-2012,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,n/a,Y,n/a,n/a,n/a,Open: no known cause of low level mortality,Cardiomyopathy (2)
08-08-2012,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Atlantic salmon (Salmo salar),6,N,N,N,N,n/a,N,n/a,n/a,n/a,Low level mortality associated with predators,n/a
08-08-2012,1144,Mainstream Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,Atlantic salmon (Salmo salar),6,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
15-08-2012,733,Marine Harvest Canada,Cyrus Rock,50.25682,-125.2103,Discovery Islands,Atlantic salmon (Salmo salar),3,N,N,N,N,n/a,Y,n/a,n/a,n/a,No disease that is significant at the population level,n/a
28-08-2012,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Atlantic salmon (Salmo salar),3,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
28-08-2012,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Broughton Archipelago,Atlantic salmon (Salmo salar),6,N,N,N,N,N,Y,n/a,n/a,n/a,No disease that is significant at the population level,n/a
29-08-2012,1338,Marine Harvest Canada,Mahatta East,50.474562,-127.787808,Quatsino Sound,Atlantic salmon (Salmo salar),1,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
29-08-2012,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Broughton Archipelago,Atlantic salmon (Salmo salar),4,N,N,N,N,n/a,Y,n/a,n/a,n/a,No disease that is significant at the population level,n/a
05-09-2012,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Central Coast,Atlantic salmon (Salmo salar),5,N,N,N,N,n/a,N,n/a,n/a,Microsporidial encephalitis (1),No disease that is significant at the population level,n/a
05-09-2012,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Atlantic salmon (Salmo salar),5,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
06-09-2012,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Atlantic salmon (Salmo salar),4,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
06-09-2012,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Atlantic salmon (Salmo salar),10,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
10-09-2012,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Discovery Islands,Chinook salmon (Oncorhynchus tshawytcha),6,N,N,N,N,n/a,N,n/a,Vibrio ordalii (1),BKD with Renibacterium-like bacteria (1); Gill flukes (3); Branchitis with Loma-like microsporidium (1),Marine anaemia; Bacterial Kidney Disease; Microsporidial Gill Disease,n/a
18-09-2012,540,Mainstream Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Atlantic salmon (Salmo salar),2,N,N,N,N,N,Y,n/a,n/a,BKD with Renibacterium-like bacteria (1),No disease that is significant at the population level,n/a
18-09-2012,1291,Mainstream Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Atlantic salmon (Salmo salar),4,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
19-09-2012,520,Mainstream Canada,Bedwell,49.26548,-125.81247,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
19-09-2012,527,Mainstream Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,n/a,Y,n/a,n/a,n/a,No disease that is significant at the population level,n/a
20-09-2012,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),5,N,N,N,N,n/a,Y,n/a,Vibrio ordalii (1),SRS with Piscirickettsia-like bacteria (2); Branchitis with Loma-like microsporidia (2),No disease that is significant at the population level,n/a
20-09-2012,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),5,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
09-10-2012,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Discovery Islands,Atlantic salmon (Salmo salar),4,N,N,N,N,n/a,N,n/a,n/a,BKD with Renibacterium-like bacteria (3),No disease that is significant at the population level,n/a
09-10-2012,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,Atlantic salmon (Salmo salar),5,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
11-10-2012,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Chinook salmon (Oncorhynchus tshawytcha),1,N,N,N,N,n/a,N,n/a,Vibrio ordalii (1),n/a,No disease that is significant at the population level,n/a
11-10-2012,572,Grieg Seafood BC,Newcomb,49.64006,-123.65836,Sunshine Coast,Coho salmon (Oncorhynchus kisutch),7,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
17-10-2012,733,Marine Harvest Canada,Cyrus Rock,50.25682,-125.2103,Discovery Islands,Atlantic salmon (Salmo salar),6,N,N,N,N,n/a,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (2),No disease that is significant at the population level,n/a
17-10-2012,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Atlantic salmon (Salmo salar),1,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
18-10-2012,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Atlantic salmon (Salmo salar),7,N,N,N,N,n/a,N,n/a,n/a,Unidentified myxozoan infection (2),No disease that is significant at the population level,n/a
18-10-2012,1401,Mainstream Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Atlantic salmon (Salmo salar),10,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
23-10-2012,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Nootka Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,n/a,N,n/a,n/a,n/a,Low level mortality associated with environmental conditions,n/a
23-10-2012,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Atlantic salmon (Salmo salar),3,N,N,N,N,n/a,N,n/a,n/a,n/a,Open: no known cause of lesions,n/a
30-10-2012,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Central Coast,Atlantic salmon (Salmo salar),1,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
30-10-2012,1691,Marine Harvest Canada,Kid Bay,52.80048,-128.40111,Central Coast,Atlantic salmon (Salmo salar),3,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
30-10-2012,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,Central Coast,Atlantic salmon (Salmo salar),10,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
31-10-2012,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Atlantic salmon (Salmo salar),7,N,N,N,N,n/a,N,n/a,n/a,Microsporidial encephalitis (2),No disease that is significant at the population level,n/a
31-10-2012,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Atlantic salmon (Salmo salar),9,N,N,N,Y,n/a,N,n/a,n/a,VHS (1),No disease that is significant at the population level,n/a
07-11-2012,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Atlantic salmon (Salmo salar),2,N,N,N,N,n/a,N,n/a,n/a,Microsporidial encephalitis (1),No disease that is significant at the population level,n/a
07-11-2012,1336,Mainstream Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Atlantic salmon (Salmo salar),7,N,N,N,Y,n/a,N,n/a,n/a,Ulcerative stomatitis (3); VHS (2),No disease that is significant at the population level,n/a
07-11-2012,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Atlantic salmon (Salmo salar),2,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
08-11-2012,143,Marine Harvest Canada,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,n/a,N,n/a,Yersinia ruckeri (3),Ulcerative stomatitis (1); Bacterial meningioencephalitis (1),No disease that is significant at the population level,Enteric Redmouth Disease (3)
08-11-2012,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Atlantic salmon (Salmo salar),0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Very low mortality, no samples available",n/a
29-11-2012,1338,Marine Harvest Canada,Mahatta East,50.474562,-127.787808,Quatsino Sound,Atlantic salmon (Salmo salar),2,N,N,N,N,n/a,N,n/a,n/a,BKD with Renibacterium-like bacteria (2),No disease that is significant at the population level,n/a
29-11-2012,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Atlantic salmon (Salmo salar),5,N,N,N,N,n/a,N,n/a,n/a,Ulcerative stomatitis (2); BKD with Renibacterium-like bacteria (2) ,No disease that is significant at the population level,n/a
04-12-2012,1291,Mainstream Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,Atlantic salmon (Salmo salar),1,N,N,N,N,n/a,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
04-12-2012,526,Mainstream Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,Atlantic salmon (Salmo salar),9,N,N,N,N,n/a,Y,n/a,n/a,SRS with Piscirickettsia-like bacteria (2) ,Open: no known cause of low level mortality,n/a
05-12-2012,234,Mainstream Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,n/a,N,n/a,n/a,Ulcerative stomatitis (2),Mouth rot,n/a
05-12-2012,314,Mainstream Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,n/a,N,n/a,Aeromonas salmonicida (1),Ulcerative stomatitis (3),Mouth rot,n/a
06-12-2012,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),8,N,N,N,N,n/a,Y,n/a,n/a,Branchitis with Loma-like microsporidia (2),No disease that is significant at the population level,n/a
06-12-2012,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),8,N,N,N,N,n/a,Y,n/a,n/a,Splenic Loma-like xenoma (1) ,Open: low level mortality; Bacterial Kidney Disease; Microsporidial Gill Disease; Salmonid Rickettsial Septicemia,n/a
14-12-2012,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,n/a,N,n/a,n/a,Ulcerative dermatitis (3),Winter ulcer,Cardiomyopathy (2)
10-01-2013,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Discovery Islands,Chinook salmon (Oncorhynchus tshawytcha),1,N,N,N,N,N,N,n/a,n/a,Branchitis with Loma-like microsporidia (1),No disease that is significant at the population level,n/a
15-01-2013,1581,Marine Harvest Canada,Hardwicke,50.41339,-125.76974,Discovery Islands,Atlantic salmon (Salmo salar),2,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
16-01-2013,304,Mainstream Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
21-01-2013,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Chinook salmon (Oncorhynchus tshawytcha),2,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,Jaundice syndrome (1)
21-01-2013,572,Grieg Seafood BC,Newcomb,49.64006,-123.65836,Sunshine Coast,Chinook salmon (Oncorhynchus tshawytcha); Coho salmon (Oncorhynchus kisutch),5,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
21-01-2013,408,Grieg Seafood BC,Kunechin,49.6339,-123.78337,Sunshine Coast,Coho salmon (Oncorhynchus kisutch),0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Very low mortality, no samples available",n/a
30-01-2013,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Discovery Islands,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,n/a,BKD with Renibacterium-like bacteria (1),No disease that is significant at the population level,n/a
30-01-2013,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
05-02-2013,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1),Mouth rot,n/a
05-02-2013,1238,Marine Harvest Canada,Mahatta West,50.4691416,-127.835771,Quatsino Sound,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,n/a,BKD with Renibacterium-like bacteria (1),No disease that is significant at the population level,n/a
05-02-2013,1237,Marine Harvest Canada,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (3),No mortality that is significant at the population level,n/a
07-02-2013,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.5681,Broughton Archipelago,Atlantic salmon (Salmo salar),2,N,N,N,N,N,N,n/a,n/a,BKD with Renibacterium-like bacteria (1),No disease that is significant at the population level,n/a
07-02-2013,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,n/a,BKD with Renibacterium-like bacteria (1),No disease that is significant at the population level,n/a
07-02-2013,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Atlantic salmon (Salmo salar),1,N,N,N,N,N,N,n/a,n/a,n/a,No disease that is significant at the population level,n/a
07-02-2013,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,Atlantic salmon (Salmo salar),0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Very low mortality, no samples available",n/a
07-02-2013,143,Marine Harvest Canada,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1),"Elevated mortality due to predators, extent of infectious disease is limited",n/a
13-02-2013,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,n/a,BKD with Renibacterium-like bacteria (2),No disease that is significant at the population level,n/a
13-02-2013,1198,Marine Harvest Canada,Raynor,50.89253,-127.25359,Port Hardy,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,BKD with Renibacterium-like bacteria (2); Microsporidial encephalitis (1),No disease that is significant at the population level,n/a
14-02-2013,1336,Mainstream Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Moritella viscosa (1),Ulcerative stomatitis (1); Gill flukes (1),No disease that is significant at the population level,n/a
